assortment_product_uid;ean_code;family;category;category_level_2;product_commercial_name;provider_name;packaging;quantity;measure_unit;fertilizer_packaging;nutritional_elements;nutritional_elements_percentage;fertilizer_form;seed_treatment;is_sold_as_unit;pim_created_date
INVV9ZPL6XQC6IMGAME;;amenagement_exploitation;stockage_de_eau,stockage_engrais_liquide,stockage_gestion_effluents,stockage_produits_petroliers;;ABONNEMENT ANNUEL JAUGE CONNECTÉE DE NIVEAU FUEL IT;FUEL IT;1U;1.0000;unit;;;;;;true;2021-02-12T17:48:29+0000
